State,X,Y,Year,NatGasC
NJ,9,4,2005,"625,881"
NJ,9,4,2006,"566,905"
NJ,9,4,2007,"640,629"
NJ,9,4,2008,"635,200"
NJ,9,4,2009,"638,792"
NJ,9,4,2010,"671,474"
NJ,9,4,2011,"677,923"
NJ,9,4,2012,"670,970"
NJ,9,4,2013,"712,265"
NJ,9,4,2014,"805,697"
NJ,9,4,2015,"779,349"
NJ,9,4,2016,"794,239"
NJ,9,4,2017,"734,132"
NM,2,1.5,1960,"207,301"
NM,2,1.5,1961,"218,948"
NM,2,1.5,1962,"247,090"
NM,2,1.5,1963,"239,911"
NM,2,1.5,1964,"226,697"
NM,2,1.5,1965,"224,253"
NM,2,1.5,1966,"247,390"
NM,2,1.5,1967,"280,382"
NM,2,1.5,1968,"286,329"
NM,2,1.5,1969,"276,591"
NM,2,1.5,1970,"292,522"
NM,2,1.5,1971,"291,726"
NM,2,1.5,1972,"311,897"
NM,2,1.5,1973,"274,018"
NM,2,1.5,1974,"273,397"
NM,2,1.5,1975,"255,637"
NM,2,1.5,1976,"294,878"
NM,2,1.5,1977,"242,912"
NM,2,1.5,1978,"225,451"
NM,2,1.5,1979,"223,092"
NM,2,1.5,1980,"231,330"
NM,2,1.5,1981,"205,434"
NM,2,1.5,1982,"213,350"
NM,2,1.5,1983,"184,595"
NM,2,1.5,1984,"169,781"
NM,2,1.5,1985,"162,312"
NM,2,1.5,1986,"144,532"
NM,2,1.5,1987,"164,588"
NM,2,1.5,1988,"185,246"
NM,2,1.5,1989,"205,131"
NM,2,1.5,1990,"251,470"
NM,2,1.5,1991,"227,349"
NM,2,1.5,1992,"211,096"
NM,2,1.5,1993,"224,999"
NM,2,1.5,1994,"221,479"
NM,2,1.5,1995,"219,476"
NM,2,1.5,1996,"233,557"
NM,2,1.5,1997,"261,881"
NM,2,1.5,1998,"241,406"
NM,2,1.5,1999,"231,312"
NM,2,1.5,2000,"259,018"
NM,2,1.5,2001,"259,626"
NM,2,1.5,2002,"229,691"
NM,2,1.5,2003,"225,220"
NM,2,1.5,2004,"229,164"
NM,2,1.5,2005,"225,352"
NM,2,1.5,2006,"227,661"
NM,2,1.5,2007,"239,858"
NM,2,1.5,2008,"252,831"
NM,2,1.5,2009,"247,947"
NM,2,1.5,2010,"246,201"
NM,2,1.5,2011,"251,838"
NM,2,1.5,2012,"249,815"
NM,2,1.5,2013,"252,867"
NM,2,1.5,2014,"256,056"
NM,2,1.5,2015,"260,038"
NM,2,1.5,2016,"259,158"
NM,2,1.5,2017,"249,878"
NV,1,3,1960,"12,883"
NV,1,3,1961,"16,419"
NV,1,3,1962,"18,141"
NV,1,3,1963,"20,681"
NV,1,3,1964,"25,579"
NV,1,3,1965,"29,395"
NV,1,3,1966,"36,305"
NV,1,3,1967,"36,822"
NV,1,3,1968,"39,177"
NV,1,3,1969,"46,700"
NV,1,3,1970,"56,868"
NV,1,3,1971,"71,965"
NV,1,3,1972,"75,223"
NV,1,3,1973,"77,967"
NV,1,3,1974,"67,689"
NV,1,3,1975,"65,355"
NV,1,3,1976,"71,205"
NV,1,3,1977,"74,534"
NV,1,3,1978,"66,305"
NV,1,3,1979,"85,539"
NV,1,3,1980,"62,020"
NV,1,3,1981,"78,744"
NV,1,3,1982,"49,891"
NV,1,3,1983,"44,693"
NV,1,3,1984,"44,749"
NV,1,3,1985,"41,630"
NV,1,3,1986,"35,784"
NV,1,3,1987,"41,705"
NV,1,3,1988,"48,370"
NV,1,3,1989,"65,577"
NV,1,3,1990,"66,888"
NV,1,3,1991,"68,175"
NV,1,3,1992,"81,224"
NV,1,3,1993,"87,532"
NV,1,3,1994,"104,950"
NV,1,3,1995,"112,502"
NV,1,3,1996,"126,894"
NV,1,3,1997,"135,497"
NV,1,3,1998,"154,656"
NV,1,3,1999,"159,981"
NV,1,3,2000,"194,126"
NV,1,3,2001,"181,256"
NV,1,3,2002,"181,010"
NV,1,3,2003,"191,050"
NV,1,3,2004,"221,648"
NV,1,3,2005,"236,007"
NV,1,3,2006,"257,595"
NV,1,3,2007,"262,547"
NV,1,3,2008,"274,915"
NV,1,3,2009,"284,007"
NV,1,3,2010,"267,808"
NV,1,3,2011,"255,970"
NV,1,3,2012,"281,432"
NV,1,3,2013,"282,245"
NV,1,3,2014,"261,902"
NV,1,3,2015,"312,602"
NV,1,3,2016,"316,653"
NV,1,3,2017,"306,398"
NY,8.5,5,1960,"434,127"
NY,8.5,5,1961,"450,630"
NY,8.5,5,1962,"491,055"
NY,8.5,5,1963,"520,712"
NY,8.5,5,1964,"527,890"
NY,8.5,5,1965,"558,658"
NY,8.5,5,1966,"645,684"
NY,8.5,5,1967,"602,670"
NY,8.5,5,1968,"653,282"
NY,8.5,5,1969,"698,046"
NY,8.5,5,1970,"725,813"
NY,8.5,5,1971,"731,597"
NY,8.5,5,1972,"707,277"
NY,8.5,5,1973,"703,023"
NY,8.5,5,1974,"641,925"
NY,8.5,5,1975,"585,536"
NY,8.5,5,1976,"604,276"
NY,8.5,5,1977,"567,877"
NY,8.5,5,1978,"576,482"
NY,8.5,5,1979,"633,562"
NY,8.5,5,1980,"755,879"
NY,8.5,5,1981,"775,672"
NY,8.5,5,1982,"793,099"
NY,8.5,5,1983,"739,849"
NY,8.5,5,1984,"811,341"
NY,8.5,5,1985,"784,737"
NY,8.5,5,1986,"749,938"
NY,8.5,5,1987,"801,915"
NY,8.5,5,1988,"813,134"
NY,8.5,5,1989,"870,928"
NY,8.5,5,1990,"895,361"
NY,8.5,5,1991,"917,236"
NY,8.5,5,1992,"1,033,951"
NY,8.5,5,1993,"1,023,167"
NY,8.5,5,1994,"1,095,583"
NY,8.5,5,1995,"1,295,400"
NY,8.5,5,1996,"1,230,771"
NY,8.5,5,1997,"1,358,091"
NY,8.5,5,1998,"1,267,065"
NY,8.5,5,1999,"1,308,656"
NY,8.5,5,2000,"1,279,693"
NY,8.5,5,2001,"1,205,883"
NY,8.5,5,2002,"1,227,224"
NY,8.5,5,2003,"1,131,362"
NY,8.5,5,2004,"1,126,605"
NY,8.5,5,2005,"1,107,220"
NY,8.5,5,2006,"1,120,200"
NY,8.5,5,2007,"1,214,362"
NY,8.5,5,2008,"1,205,144"
NY,8.5,5,2009,"1,166,620"
NY,8.5,5,2010,"1,224,485"
NY,8.5,5,2011,"1,247,757"
NY,8.5,5,2012,"1,260,950"
NY,8.5,5,2013,"1,315,282"
NY,8.5,5,2014,"1,392,378"
NY,8.5,5,2015,"1,396,693"
NY,8.5,5,2016,"1,336,455"
NY,8.5,5,2017,"1,280,124"
OH,7,4,1960,"724,824"
OH,7,4,1961,"746,456"
OH,7,4,1962,"784,630"
OH,7,4,1963,"826,138"
OH,7,4,1964,"852,659"
OH,7,4,1965,"909,391"
OH,7,4,1966,"975,841"
OH,7,4,1967,"994,595"
OH,7,4,1968,"1,018,464"
OH,7,4,1969,"1,063,953"
OH,7,4,1970,"1,077,151"
OH,7,4,1971,"1,112,130"
OH,7,4,1972,"1,174,203"
OH,7,4,1973,"1,131,760"
OH,7,4,1974,"1,114,904"
OH,7,4,1975,"978,885"
OH,7,4,1976,"1,031,075"
OH,7,4,1977,"867,837"
OH,7,4,1978,"950,973"
OH,7,4,1979,"920,390"
OH,7,4,1980,"911,335"
OH,7,4,1981,"890,359"
OH,7,4,1982,"837,111"
OH,7,4,1983,"772,675"
OH,7,4,1984,"814,353"
OH,7,4,1985,"765,373"
OH,7,4,1986,"749,750"
OH,7,4,1987,"747,101"
OH,7,4,1988,"837,521"
OH,7,4,1989,"848,316"
OH,7,4,1990,"776,588"
OH,7,4,1991,"799,328"
OH,7,4,1992,"839,324"
OH,7,4,1993,"865,610"
OH,7,4,1994,"872,832"
OH,7,4,1995,"923,946"
OH,7,4,1996,"968,562"
OH,7,4,1997,"938,245"
OH,7,4,1998,"843,871"
OH,7,4,1999,"873,157"
OH,7,4,2000,"928,425"
OH,7,4,2001,"838,022"
OH,7,4,2002,"862,535"
OH,7,4,2003,"878,930"
OH,7,4,2004,"862,912"
OH,7,4,2005,"861,477"
OH,7,4,2006,"771,312"
OH,7,4,2007,"836,185"
OH,7,4,2008,"823,936"
OH,7,4,2009,"771,303"
OH,7,4,2010,"810,958"
OH,7,4,2011,"849,076"
OH,7,4,2012,"869,934"
OH,7,4,2013,"946,162"
OH,7,4,2014,"1,059,480"
OH,7,4,2015,"1,032,214"
OH,7,4,2016,"994,415"
OH,7,4,2017,"1,015,165"
OK,3.5,2,1960,"319,270"
OK,3.5,2,1961,"316,051"
OK,3.5,2,1962,"416,403"
OK,3.5,2,1963,"490,988"
OK,3.5,2,1964,"522,805"
OK,3.5,2,1965,"480,079"
OK,3.5,2,1966,"449,319"
OK,3.5,2,1967,"460,163"
OK,3.5,2,1968,"507,884"
OK,3.5,2,1969,"558,754"
OK,3.5,2,1970,"616,279"
OK,3.5,2,1971,"631,152"
OK,3.5,2,1972,"649,909"
OK,3.5,2,1973,"625,808"
OK,3.5,2,1974,"681,130"
OK,3.5,2,1975,"678,851"
OK,3.5,2,1976,"770,752"
OK,3.5,2,1977,"787,694"
OK,3.5,2,1978,"788,658"
OK,3.5,2,1979,"844,294"
OK,3.5,2,1980,"738,931"
OK,3.5,2,1981,"694,455"
OK,3.5,2,1982,"692,328"
OK,3.5,2,1983,"655,366"
OK,3.5,2,1984,"669,277"
OK,3.5,2,1985,"603,855"
OK,3.5,2,1986,"570,749"
OK,3.5,2,1987,"617,551"
OK,3.5,2,1988,"611,171"
OK,3.5,2,1989,"620,318"
OK,3.5,2,1990,"628,222"
OK,3.5,2,1991,"589,960"
OK,3.5,2,1992,"565,655"
OK,3.5,2,1993,"600,099"
OK,3.5,2,1994,"595,671"
OK,3.5,2,1995,"586,432"
OK,3.5,2,1996,"587,957"
OK,3.5,2,1997,"573,479"
OK,3.5,2,1998,"583,964"
OK,3.5,2,1999,"550,768"
OK,3.5,2,2000,"546,706"
OK,3.5,2,2001,"505,220"
OK,3.5,2,2002,"522,530"
OK,3.5,2,2003,"556,306"
OK,3.5,2,2004,"555,273"
OK,3.5,2,2005,"600,011"
OK,3.5,2,2006,"644,381"
OK,3.5,2,2007,"677,472"
OK,3.5,2,2008,"711,379"
OK,3.5,2,2009,"681,062"
OK,3.5,2,2010,"697,351"
OK,3.5,2,2011,"676,910"
OK,3.5,2,2012,"712,411"
OK,3.5,2,2013,"682,277"
OK,3.5,2,2014,"667,360"
OK,3.5,2,2015,"711,393"
OK,3.5,2,2016,"736,164"
OK,3.5,2,2017,"691,654"
OR,0,5,1960,"31,941"
OR,0,5,1961,"35,011"
OR,0,5,1962,"39,190"
OR,0,5,1963,"46,731"
OR,0,5,1964,"57,979"
OR,0,5,1965,"59,990"
OR,0,5,1966,"69,324"
OR,0,5,1967,"73,999"
OR,0,5,1968,"83,504"
OR,0,5,1969,"92,598"
OR,0,5,1970,"99,572"
OR,0,5,1971,"105,437"
OR,0,5,1972,"115,326"
OR,0,5,1973,"114,331"
OR,0,5,1974,"102,365"
OR,0,5,1975,"114,184"
OR,0,5,1976,"95,830"
OR,0,5,1977,"75,567"
OR,0,5,1978,"90,025"
OR,0,5,1979,"97,905"
OR,0,5,1980,"82,324"
OR,0,5,1981,"78,887"
OR,0,5,1982,"73,941"
OR,0,5,1983,"69,794"
OR,0,5,1984,"81,473"
OR,0,5,1985,"85,492"
OR,0,5,1986,"72,534"
OR,0,5,1987,"82,497"
OR,0,5,1988,"89,168"
OR,0,5,1989,"111,810"
OR,0,5,1990,"111,727"
OR,0,5,1991,"127,782"
OR,0,5,1992,"127,165"
OR,0,5,1993,"141,799"
OR,0,5,1994,"152,931"
OR,0,5,1995,"152,113"
OR,0,5,1996,"188,211"
OR,0,5,1997,"193,773"
OR,0,5,1998,"239,271"
OR,0,5,1999,"246,999"
OR,0,5,2000,"230,965"
OR,0,5,2001,"235,636"
OR,0,5,2002,"206,813"
OR,0,5,2003,"215,107"
OR,0,5,2004,"238,052"
OR,0,5,2005,"239,539"
OR,0,5,2006,"229,731"
OR,0,5,2007,"260,240"
OR,0,5,2008,"274,659"
OR,0,5,2009,"254,837"
OR,0,5,2010,"242,914"
OR,0,5,2011,"203,607"
OR,0,5,2012,"220,578"
OR,0,5,2013,"244,265"
OR,0,5,2014,"226,472"
OR,0,5,2015,"245,897"
OR,0,5,2016,"249,829"
OR,0,5,2017,"262,755"
PA,8,4,1960,"540,094"
PA,8,4,1961,"547,651"
PA,8,4,1962,"568,742"
PA,8,4,1963,"609,513"
PA,8,4,1964,"632,666"
PA,8,4,1965,"652,906"
PA,8,4,1966,"702,888"
PA,8,4,1967,"701,546"
PA,8,4,1968,"741,600"
PA,8,4,1969,"791,217"
PA,8,4,1970,"797,877"
PA,8,4,1971,"828,583"
PA,8,4,1972,"856,316"
PA,8,4,1973,"811,496"
PA,8,4,1974,"732,721"
PA,8,4,1975,"670,085"
PA,8,4,1976,"731,356"
PA,8,4,1977,"682,372"
PA,8,4,1978,"688,256"
PA,8,4,1979,"756,079"
PA,8,4,1980,"792,780"
PA,8,4,1981,"801,954"
PA,8,4,1982,"714,089"
PA,8,4,1983,"662,626"
PA,8,4,1984,"699,730"
PA,8,4,1985,"646,939"
PA,8,4,1986,"631,912"
PA,8,4,1987,"659,058"
PA,8,4,1988,"692,733"
PA,8,4,1989,"714,975"
PA,8,4,1990,"680,696"
PA,8,4,1991,"667,168"
PA,8,4,1992,"717,325"
PA,8,4,1993,"731,808"
PA,8,4,1994,"739,126"
PA,8,4,1995,"761,505"
PA,8,4,1996,"771,202"
PA,8,4,1997,"730,778"
PA,8,4,1998,"667,233"
PA,8,4,1999,"713,570"
PA,8,4,2000,"727,484"
PA,8,4,2001,"669,073"
PA,8,4,2002,"700,579"
PA,8,4,2003,"717,593"
PA,8,4,2004,"723,325"
PA,8,4,2005,"719,255"
PA,8,4,2006,"684,824"
PA,8,4,2007,"780,240"
PA,8,4,2008,"778,379"
PA,8,4,2009,"839,666"
PA,8,4,2010,"909,263"
PA,8,4,2011,"1,000,509"
PA,8,4,2012,"1,079,497"
PA,8,4,2013,"1,175,538"
PA,8,4,2014,"1,304,101"
PA,8,4,2015,"1,313,380"
PA,8,4,2016,"1,354,340"
PA,8,4,2017,"1,403,672"
RI,10,4,1960,"12,253"
RI,10,4,1961,"13,227"
RI,10,4,1962,"14,277"
RI,10,4,1963,"15,343"
RI,10,4,1964,"16,145"
RI,10,4,1965,"17,036"
RI,10,4,1966,"17,385"
RI,10,4,1967,"19,251"
RI,10,4,1968,"21,574"
RI,10,4,1969,"23,503"
RI,10,4,1970,"25,620"
RI,10,4,1971,"26,201"
RI,10,4,1972,"22,966"
RI,10,4,1973,"20,888"
RI,10,4,1974,"24,090"
RI,10,4,1975,"23,453"
RI,10,4,1976,"20,966"
RI,10,4,1977,"25,964"
RI,10,4,1978,"23,339"
RI,10,4,1979,"27,526"
RI,10,4,1980,"28,210"
RI,10,4,1981,"29,845"
RI,10,4,1982,"28,878"
RI,10,4,1983,"30,060"
RI,10,4,1984,"32,640"
RI,10,4,1985,"30,860"
RI,10,4,1986,"27,118"
RI,10,4,1987,"36,936"
RI,10,4,1988,"31,618"
RI,10,4,1989,"34,853"
RI,10,4,1990,"40,452"
RI,10,4,1991,"78,091"
RI,10,4,1992,"117,915"
RI,10,4,1993,"76,632"
RI,10,4,1994,"112,094"
RI,10,4,1995,"103,527"
RI,10,4,1996,"127,189"
RI,10,4,1997,"120,532"
RI,10,4,1998,"134,035"
RI,10,4,1999,"120,720"
RI,10,4,2000,"91,787"
RI,10,4,2001,"98,571"
RI,10,4,2002,"89,824"
RI,10,4,2003,"80,339"
RI,10,4,2004,"74,352"
RI,10,4,2005,"82,460"
RI,10,4,2006,"78,517"
RI,10,4,2007,"90,259"
RI,10,4,2008,"91,220"
RI,10,4,2009,"94,877"
RI,10,4,2010,"95,710"
RI,10,4,2011,"102,465"
RI,10,4,2012,"98,435"
RI,10,4,2013,"88,274"
RI,10,4,2014,"91,374"
RI,10,4,2015,"96,514"
RI,10,4,2016,"88,471"
RI,10,4,2017,"94,751"
SC,7.5,1,1960,"60,581"
SC,7.5,1,1961,"63,060"
SC,7.5,1,1962,"73,118"
SC,7.5,1,1963,"78,478"
SC,7.5,1,1964,"82,101"
SC,7.5,1,1965,"90,513"
SC,7.5,1,1966,"100,873"
SC,7.5,1,1967,"104,561"
SC,7.5,1,1968,"132,104"
SC,7.5,1,1969,"145,896"
SC,7.5,1,1970,"164,305"
SC,7.5,1,1971,"160,638"
SC,7.5,1,1972,"148,156"
SC,7.5,1,1973,"157,128"
SC,7.5,1,1974,"135,291"
SC,7.5,1,1975,"125,900"
SC,7.5,1,1976,"152,416"
SC,7.5,1,1977,"141,633"
SC,7.5,1,1978,"121,336"
SC,7.5,1,1979,"121,479"
SC,7.5,1,1980,"146,922"
SC,7.5,1,1981,"145,189"
SC,7.5,1,1982,"101,043"
SC,7.5,1,1983,"104,376"
SC,7.5,1,1984,"111,248"
SC,7.5,1,1985,"100,198"
SC,7.5,1,1986,"101,506"
SC,7.5,1,1987,"108,620"
SC,7.5,1,1988,"115,342"
SC,7.5,1,1989,"119,856"
SC,7.5,1,1990,"134,106"
SC,7.5,1,1991,"137,441"
SC,7.5,1,1992,"141,785"
SC,7.5,1,1993,"145,626"
SC,7.5,1,1994,"148,867"
SC,7.5,1,1995,"156,021"
SC,7.5,1,1996,"154,066"
SC,7.5,1,1997,"158,683"
SC,7.5,1,1998,"164,881"
SC,7.5,1,1999,"167,978"
SC,7.5,1,2000,"165,091"
SC,7.5,1,2001,"147,173"
SC,7.5,1,2002,"190,717"
SC,7.5,1,2003,"151,920"
SC,7.5,1,2004,"169,519"
SC,7.5,1,2005,"178,397"
SC,7.5,1,2006,"181,973"
SC,7.5,1,2007,"182,201"
SC,7.5,1,2008,"175,858"
SC,7.5,1,2009,"197,419"
SC,7.5,1,2010,"225,961"
SC,7.5,1,2011,"235,465"
SC,7.5,1,2012,"250,482"
SC,7.5,1,2013,"236,943"
SC,7.5,1,2014,"236,058"
SC,7.5,1,2015,"284,022"
SC,7.5,1,2016,"284,225"
SC,7.5,1,2017,"285,533"
SD,3,5,1960,"25,392"
SD,3,5,1961,"26,724"
SD,3,5,1962,"28,372"
SD,3,5,1963,"25,084"
SD,3,5,1964,"27,528"
SD,3,5,1965,"26,884"
SD,3,5,1966,"28,256"
SD,3,5,1967,"27,846"
SD,3,5,1968,"28,959"
SD,3,5,1969,"33,995"
SD,3,5,1970,"36,464"
SD,3,5,1971,"31,959"
SD,3,5,1972,"34,214"
SD,3,5,1973,"31,283"
SD,3,5,1974,"32,044"
SD,3,5,1975,"32,534"
SD,3,5,1976,"39,168"
SD,3,5,1977,"36,097"
SD,3,5,1978,"35,395"
SD,3,5,1979,"25,611"
SD,3,5,1980,"24,029"
SD,3,5,1981,"22,100"
SD,3,5,1982,"25,064"
SD,3,5,1983,"23,583"
SD,3,5,1984,"24,862"
SD,3,5,1985,"25,454"
SD,3,5,1986,"23,409"
SD,3,5,1987,"21,361"
SD,3,5,1988,"24,711"
SD,3,5,1989,"25,938"
SD,3,5,1990,"25,456"
SD,3,5,1991,"26,733"
SD,3,5,1992,"27,045"
SD,3,5,1993,"31,718"
SD,3,5,1994,"31,290"
SD,3,5,1995,"34,776"
SD,3,5,1996,"37,430"
SD,3,5,1997,"36,803"
SD,3,5,1998,"33,374"
SD,3,5,1999,"36,009"
SD,3,5,2000,"38,130"
SD,3,5,2001,"37,040"
SD,3,5,2002,"41,536"
SD,3,5,2003,"43,925"
SD,3,5,2004,"41,762"
SD,3,5,2005,"42,853"
SD,3,5,2006,"40,861"
SD,3,5,2007,"54,100"
SD,3,5,2008,"65,453"
SD,3,5,2009,"66,317"
SD,3,5,2010,"72,926"
SD,3,5,2011,"73,973"
SD,3,5,2012,"71,501"
SD,3,5,2013,"84,527"
SD,3,5,2014,"83,919"
SD,3,5,2015,"83,370"
SD,3,5,2016,"85,021"
SD,3,5,2017,"85,171"
TN,6,2,1960,"151,740"
TN,6,2,1961,"166,703"
TN,6,2,1962,"173,967"
TN,6,2,1963,"179,197"
TN,6,2,1964,"191,178"
TN,6,2,1965,"211,142"
TN,6,2,1966,"236,752"
TN,6,2,1967,"241,965"
TN,6,2,1968,"243,425"
TN,6,2,1969,"257,524"
TN,6,2,1970,"261,784"
TN,6,2,1971,"270,841"
TN,6,2,1972,"283,375"
TN,6,2,1973,"300,079"
TN,6,2,1974,"265,374"
TN,6,2,1975,"224,065"
TN,6,2,1976,"218,483"
TN,6,2,1977,"208,401"
TN,6,2,1978,"189,201"
TN,6,2,1979,"233,860"
TN,6,2,1980,"233,335"
TN,6,2,1981,"227,106"
TN,6,2,1982,"212,133"
TN,6,2,1983,"199,086"
TN,6,2,1984,"211,305"
TN,6,2,1985,"196,735"
TN,6,2,1986,"194,016"
TN,6,2,1987,"206,990"
TN,6,2,1988,"220,884"
TN,6,2,1989,"228,568"
TN,6,2,1990,"227,525"
TN,6,2,1991,"234,603"
TN,6,2,1992,"249,246"
TN,6,2,1993,"263,161"
TN,6,2,1994,"254,082"
TN,6,2,1995,"264,889"
TN,6,2,1996,"289,382"
TN,6,2,1997,"291,844"
TN,6,2,1998,"287,447"
TN,6,2,1999,"286,375"
TN,6,2,2000,"280,679"
TN,6,2,2001,"265,461"
TN,6,2,2002,"263,691"
TN,6,2,2003,"265,807"
TN,6,2,2004,"238,761"
TN,6,2,2005,"238,400"
TN,6,2,2006,"230,047"
TN,6,2,2007,"229,520"
TN,6,2,2008,"238,441"
TN,6,2,2009,"223,019"
TN,6,2,2010,"263,365"
TN,6,2,2011,"267,929"
TN,6,2,2012,"281,007"
TN,6,2,2013,"284,750"
TN,6,2,2014,"313,887"
TN,6,2,2015,"322,468"
TN,6,2,2016,"336,341"
TN,6,2,2017,"331,680"
TX,3,1,1960,"2,815,483"
TX,3,1,1961,"2,831,993"
TX,3,1,1962,"2,959,563"
TX,3,1,1963,"3,044,428"
TX,3,1,1964,"3,040,492"
TX,3,1,1965,"3,181,456"
TX,3,1,1966,"3,404,262"
TX,3,1,1967,"3,638,596"
TX,3,1,1968,"3,836,859"
TX,3,1,1969,"4,024,717"
TX,3,1,1970,"4,203,877"
TX,3,1,1971,"4,482,576"
TX,3,1,1972,"4,531,777"
TX,3,1,1973,"4,746,155"
TX,3,1,1974,"4,584,002"
TX,3,1,1975,"4,046,930"
TX,3,1,1976,"4,074,690"
TX,3,1,1977,"4,254,885"
TX,3,1,1978,"4,329,773"
TX,3,1,1979,"4,131,399"
TX,3,1,1980,"4,226,105"
TX,3,1,1981,"4,052,341"
TX,3,1,1982,"3,503,025"
TX,3,1,1983,"3,335,519"
TX,3,1,1984,"3,556,198"
TX,3,1,1985,"3,514,373"
TX,3,1,1986,"3,312,929"
TX,3,1,1987,"3,435,413"
TX,3,1,1988,"3,665,187"
TX,3,1,1989,"3,886,116"
TX,3,1,1990,"3,877,833"
TX,3,1,1991,"3,824,190"
TX,3,1,1992,"3,768,324"
TX,3,1,1993,"3,925,166"
TX,3,1,1994,"3,885,073"
TX,3,1,1995,"4,037,539"
TX,3,1,1996,"4,268,665"
TX,3,1,1997,"4,231,566"
TX,3,1,1998,"4,377,957"
TX,3,1,1999,"4,138,086"
TX,3,1,2000,"4,550,106"
TX,3,1,2001,"4,384,479"
TX,3,1,2002,"4,444,508"
TX,3,1,2003,"4,177,143"
TX,3,1,2004,"4,039,787"
TX,3,1,2005,"3,621,139"
TX,3,1,2006,"3,544,789"
TX,3,1,2007,"3,626,526"
TX,3,1,2008,"3,653,462"
TX,3,1,2009,"3,481,133"
TX,3,1,2010,"3,689,581"
TX,3,1,2011,"3,800,578"
TX,3,1,2012,"3,964,124"
TX,3,1,2013,"4,131,226"
TX,3,1,2014,"4,060,592"
TX,3,1,2015,"4,263,860"
TX,3,1,2016,"4,151,063"
TX,3,1,2017,"3,994,212"
UT,1,3,1960,"72,441"
UT,1,3,1961,"79,168"
UT,1,3,1962,"87,938"
UT,1,3,1963,"88,494"
UT,1,3,1964,"99,071"
UT,1,3,1965,"99,810"
UT,1,3,1966,"95,740"
UT,1,3,1967,"97,068"
UT,1,3,1968,"101,626"
UT,1,3,1969,"110,888"
UT,1,3,1970,"114,377"
UT,1,3,1971,"113,876"
UT,1,3,1972,"116,399"
UT,1,3,1973,"116,335"
UT,1,3,1974,"115,206"
UT,1,3,1975,"117,952"
UT,1,3,1976,"138,603"
UT,1,3,1977,"100,999"
UT,1,3,1978,"113,322"
UT,1,3,1979,"120,980"
UT,1,3,1980,"124,990"
UT,1,3,1981,"109,703"
UT,1,3,1982,"110,526"
UT,1,3,1983,"118,449"
UT,1,3,1984,"124,247"
UT,1,3,1985,"123,750"
UT,1,3,1986,"99,706"
UT,1,3,1987,"106,906"
UT,1,3,1988,"117,778"
UT,1,3,1989,"123,414"
UT,1,3,1990,"126,913"
UT,1,3,1991,"142,458"
UT,1,3,1992,"132,362"
UT,1,3,1993,"149,255"
UT,1,3,1994,"146,416"
UT,1,3,1995,"166,860"
UT,1,3,1996,"168,059"
UT,1,3,1997,"172,248"
UT,1,3,1998,"177,960"
UT,1,3,1999,"169,255"
UT,1,3,2000,"173,439"
UT,1,3,2001,"167,582"
UT,1,3,2002,"172,366"
UT,1,3,2003,"163,527"
UT,1,3,2004,"164,154"
UT,1,3,2005,"168,770"
UT,1,3,2006,"197,894"
UT,1,3,2007,"231,125"
UT,1,3,2008,"237,414"
UT,1,3,2009,"223,646"
UT,1,3,2010,"229,078"
UT,1,3,2011,"230,672"
UT,1,3,2012,"232,630"
UT,1,3,2013,"258,661"
UT,1,3,2014,"251,649"
UT,1,3,2015,"242,848"
UT,1,3,2016,"250,199"
UT,1,3,2017,"231,342"
VA,8,3,1960,"68,431"
VA,8,3,1961,"73,034"
VA,8,3,1962,"79,884"
VA,8,3,1963,"86,240"
VA,8,3,1964,"91,963"
VA,8,3,1965,"98,615"
VA,8,3,1966,"125,287"
VA,8,3,1967,"119,364"
VA,8,3,1968,"125,708"
VA,8,3,1969,"132,739"
VA,8,3,1970,"140,072"
VA,8,3,1971,"147,758"
VA,8,3,1972,"159,705"
VA,8,3,1973,"156,669"
VA,8,3,1974,"146,811"
VA,8,3,1975,"123,625"
VA,8,3,1976,"125,855"
VA,8,3,1977,"120,734"
VA,8,3,1978,"136,935"
VA,8,3,1979,"136,958"
VA,8,3,1980,"161,015"
VA,8,3,1981,"155,379"
VA,8,3,1982,"155,040"
VA,8,3,1983,"147,232"
VA,8,3,1984,"148,750"
VA,8,3,1985,"144,897"
VA,8,3,1986,"146,664"
VA,8,3,1987,"165,253"
VA,8,3,1988,"170,234"
VA,8,3,1989,"180,848"
VA,8,3,1990,"192,084"
VA,8,3,1991,"188,719"
VA,8,3,1992,"221,204"
VA,8,3,1993,"248,973"
VA,8,3,1994,"261,606"
VA,8,3,1995,"284,332"
VA,8,3,1996,"270,581"
VA,8,3,1997,"259,936"
VA,8,3,1998,"271,542"
VA,8,3,1999,"287,330"
VA,8,3,2000,"278,198"
VA,8,3,2001,"246,654"
VA,8,3,2002,"266,981"
VA,8,3,2003,"272,436"
VA,8,3,2004,"285,757"
VA,8,3,2005,"311,736"
VA,8,3,2006,"283,497"
VA,8,3,2007,"331,110"
VA,8,3,2008,"310,740"
VA,8,3,2009,"330,625"
VA,8,3,2010,"385,931"
VA,8,3,2011,"383,527"
VA,8,3,2012,"424,050"
VA,8,3,2013,"433,573"
VA,8,3,2014,"439,012"
VA,8,3,2015,"526,503"
VA,8,3,2016,"572,141"
VA,8,3,2017,"596,749"
VT,9,5,1960,0
VT,9,5,1961,0
VT,9,5,1962,0
VT,9,5,1963,0
VT,9,5,1964,0
VT,9,5,1965,0
VT,9,5,1966,906
VT,9,5,1967,"1,374"
